doi,volume,year,pages_start,pages_end,pdf_url,title_local,authors_local,n_authors_local,oa_id,oa_title,oa_cited_by,oa_n_authors,oa_type,oa_is_oa,oa_countries,oa_institutions,oa_concepts_top,dc_views,dc_downloads,dc_citations,dc_publisher,dc_pubyear
10.5281/zenodo.16916955,39,2025,146,156,https://fs.unm.edu/NCML/11.MetodoNeutrosoficoMangaGastrica.pdf,Método neutrosófico multicriterio para evaluar la manga gástrica vs ByPass gástrico para el tratamiento de obesidad mórbida,"Diana Lorena Jordán Fiallos, Alisson Danna Verdezoto Valencia, Denis Andres Criollo Cusin, Belén Stefanía Sampedro Venegas",4,https://openalex.org/W7077049592,Método neutrosófico multicriterio para evaluar la manga gástrica vs ByPass gástrico para el trata- miento de obesidad mórbida,0,1,article,True,EC,Universidad Regional Autónoma de Los Andes,Medicine|Gynecology|Body weight|Normal weight|Surgery,0,0,0,Zenodo,2025
10.5281/zenodo.16916968,39,2025,157,165,https://fs.unm.edu/NCML/12.AnalisisDiscrecionalidadPotestad.pdf,"Análisis de la discrecionalidad en la potestad sancionadora de las infracciones tributarias en relación a los principios constitucionales de proporcionalidad e igualdad, utilizando encuestas y la Neutrosofía para el análisis de datos cualitativos","Katherine Tatiana Troya Terranova, Zoila Mirella Mariscal Rosado, Miluska Natasha Chasiluisa Vera",3,https://openalex.org/W7077077372,"Análisis de la discrecionalidad en la potestad sanciona- dora de las infracciones tributarias en relación a los prin- cipios constitucionales de proporcionalidad e igualdad, utilizando encuestas y la Neutrosofía para el análisis de datos cualitativos",0,1,article,True,EC,Universidad Regional Autónoma de Los Andes,Humanities|Political science|Philosophy|Context (archaeology)|Welfare economics,0,0,0,Zenodo,2025
10.5281/zenodo.16916982,39,2025,166,173,https://fs.unm.edu/NCML/13.ImpactoDeudaExterna.pdf,Impacto de la deuda externa en los derechos de Babahoyo: análisis con mapas cognitivos neutrosóficos,"Zoila Mirella Mariscal Rosado, Rosa Leonor Maldonado Manzano, Ronald Jhovany González Alvarado",3,https://openalex.org/W7077050831,Impacto de la deuda externa en los derechos de Babahoyo: análisis con mapas cognitivos neutrosoficos,0,1,article,True,EC,Universidad Regional Autónoma de Los Andes,Humanities|Political science|Derecho|Philosophy|Welfare economics,0,0,0,Zenodo,2025
10.5281/zenodo.16916997,39,2025,174,179,https://fs.unm.edu/NCML/14.Inter%C3%A9sSuperiorNino.pdf,El interés superior del niño y la rendición de cuentas en pensiones alimenticias que exceden un salario básico unificado: uso de resumen de documentos neutrosófico para el análisis,"Danny Alexander Escobar Escobar, Delgado Guevara Amy Rafaela, Alison Ariadna Fonseca Boada, Esperanza Del Pilar Araujo Escobar",4,https://openalex.org/W7077062519,El interés superior del niño y la rendición de cuentas en pensiones alimenticias que exceden un salario básico unificado: uso de resumen de documentos neutrosófico para el análisis,0,1,article,True,EC,Universidad Regional Autónoma de Los Andes,Political science|Humanities|Philosophy|Geography|Pension,0,0,0,Zenodo,2025
10.5281/zenodo.16917012,39,2025,180,188,https://fs.unm.edu/NCML/15.ReparacionIntegralVictimas.pdf,Reparación integral a víctimas indirectas de femicidio y responsabilidad estatal en santo domingo de los tsáchilas (2014-2021): un enfoque de codificación automática de entrevistas basado en neutrosofía,"Iván Xavier León Rodríguez, Gisela Monserrate Lagos Vélez, Iván Rafael León Castro, Francisca Lorena Molina Soria",4,https://openalex.org/W7077075843,Reparación integral a víctimas indirectas de femicidio y responsabilidad estatal en santo domingo de los tsáchilas (2014-2021): un enfoque de codificación automática de entrevistas basado en neutrosofía.,0,1,article,True,EC,Universidad Regional Autónoma de Los Andes,Political science|Humanities|Sociology|Social interest|Context (archaeology),0,0,0,Zenodo,2025
10.5281/zenodo.16917021,39,2025,189,194,https://fs.unm.edu/NCML/16.AnalisisClusteringNeutrosofico.pdf,Análisis de clustering neutrosófico sobre el impacto de la igualdad y no discriminación en la contratación laboral en Babahoyo durante el año 2022,"Granja Huacon Segundo Heriberto, Emver Santiago Nivela Ortega, Freddy Ronny Enríquez Palma",3,https://openalex.org/W7077079725,Análisis de clustering neutrosófico sobre el impacto de la igualdad y no discriminación en la contratación laboral en Babahoyo durante el año 2022,0,1,article,True,EC,Universidad Regional Autónoma de Los Andes,Humanities|Work (physics)|Sociology|Persona|Political science,0,0,0,Zenodo,2025
10.5281/zenodo.16917029,39,2025,195,206,https://fs.unm.edu/NCML/17.MetodoNeutrosoficoTeoriaPena.pdf,Método neutrosófico multicriterio para evaluar indicadores de teoría de la pena y su relación con la victimología,"Edmundo Enrique Pino Andrade, Paola Anahí Coello Calle, Alison Estefanía Rea Reinoso",3,https://openalex.org/W7077067192,Método neutrosófico multicriterio para evaluar indicado- res de teoría de la pena y su relación con la victimolo- gía.,0,1,article,True,EC,Universidad Regional Autónoma de Los Andes,Medicine|Humanities|Context (archaeology)|Philosophy|Limiting,0,0,0,Zenodo,2025
10.5281/zenodo.16917049,39,2025,207,216,https://fs.unm.edu/NCML/18.AnalisisEstadisticoAngulo.pdf,"Análisis estadístico neutrosófico sobre el ángulo gonial en pacientes clase I, II, III en radiografías panorámicas y laterales","Johanna Elizabeth Fiallos Sánchez, José Arturo Molina Ramón, Ximena Catalina Navarrete Abedrabbo",3,https://openalex.org/W7077074720,"Análisis estadístico neutrosófico sobre el ángulo gonial en pacientes clase I, II, III en radiografías panorámicas y laterales",0,1,article,True,EC,Universidad Regional Autónoma de Los Andes,Humanities|Statistical analysis|Medicine|Philosophy|Physics,0,0,0,Zenodo,2025
10.5281/zenodo.16917070,39,2025,217,226,https://fs.unm.edu/NCML/19.AnalisisEstadisticoConocimiento.pdf,Análisis estadístico neutrosófico sobre el conocimiento de los incidentes relativos a la ejecución de la pena y el derecho a la tutela judicial efectiva,"Genaro Vinicio Jordán Naranjo, Mónica Alexandra Salame Ortiz, Dayana Vanessa Naranjo Hilaño",3,https://openalex.org/W7077056785,Análisis estadístico neutrósofico sobre el conocimiento de los incidentes relativos a la ejecución de la pena y el derecho a la tutela judicial efectiva,0,1,article,True,EC,Universidad Regional Autónoma de Los Andes,Humanities|Political science|Persona|Philosophy|Jurisprudence,0,0,0,Zenodo,2025
10.5281/zenodo.16917082,39,2025,227,234,https://fs.unm.edu/NCML/20.AnalisisNeutrosoficoCultura.pdf,Análisis neutrosófico estadístico sobre la cultura de la innovación social en docentes de enfermería,"Fidel Robinson Jay, Danay Ramos Duharte, Gregoria Iris Michel Brooks, Yamila Hayde Elia Oquendo",4,https://openalex.org/W7077071357,Análisis neutrosófico estadístico sobre la cultura de la innovación social en docentes de enfermería,0,1,article,True,CU,Universidad de Guantánamo,Humanities|Sociology|Social knowledge|Context (archaeology)|Social impact,0,0,0,Zenodo,2025
10.5281/zenodo.16917108,39,2025,235,244,https://fs.unm.edu/NCML/21.EscalaLinguisticaValoracion.pdf,Escala lingüística para la valoración del conocimiento sobre la mujer y el deporte una cuestión hormonal,"Ruth Alexandra Ramos Villacís, Mayra Alexandra López Villagrán, Danilo Fernando Vaca Pérez, Silvia Alexandra Laica Sailema",4,https://openalex.org/W7077054946,Escala lingüística para la valoración del conocimiento sobre la mujer y el deporte una cuestión hormonal,0,1,article,True,EC,Universidad Regional Autónoma de Los Andes,Humanities|Political science|Sociology|Philosophy|Psychology,0,0,0,Zenodo,2025
10.5281/zenodo.16917124,39,2025,245,255,https://fs.unm.edu/NCML/22.EstudioNeutrosoficoAplicacion.pdf,Estudio neutrosófico sobre la aplicación Web Móvil para la Gestión de Procesos bajo Niveles Jerárquicos en el Gad Municipal del cantón Mocha,"Fausto Alberto Viscaino Naranjo, Luz Marina Aguirre Paz, Walter Vinicio Culque Toapanta, Luis Antonio Llerena Ocaña",4,https://openalex.org/W7077063562,Estudio neutrosófico sobre la aplicación Web Móvil para la Gestión de Procesos bajo Niveles Jerárquicos en el Gad Municipal del cantón Mocha.,0,1,article,True,EC,Universidad Regional Autónoma de Los Andes,Humanities|Context (archaeology)|Political science|Control (management)|Engineering,0,0,0,Zenodo,2025
10.5281/zenodo.16922979,39,2025,256,270,https://fs.unm.edu/NCML/23.ImplementacionTeoriaGrados.pdf,"Implementación de la teoría de grados extendidos en el método multicriterio neutrosófico empleando tres formas de agregación: suma ponderada, media geométrica y técnicas Fuzzy","Yismandry Gonzalez Vargas, Diana Padrón Carrasco",2,https://openalex.org/W7077074616,"Implementación de la teoría de grados extendidos en el mé-todo multicriterio neutrosófico empleando tres formas de agregación: suma ponderada, media geométrica y técnicas Fuzzy.",0,2,article,True,CU,Universidad de Ciego de Ávila|University of Holguín,Humanities|Philosophy|Political science|Computer science|Sociology,0,0,0,Zenodo,2025
10.5281/zenodo.16924107,39,2025,271,282,https://fs.unm.edu/NCML/24.AprendizajeBasadoProyectos.pdf,El aprendizaje basado en proyectos como espacio de validación de Hipótesis Plitogénicas Neutrosóficas,"Mirella C. Ortiz-Zambrano, Adriana María Castro Maridueña, Luz Marina Bejarano Ospina, Carlos Feliciano Vivas Lucas",4,https://openalex.org/W7077141950,El aprendizaje basado en proyectos como espacio de validación de Hipótesis Plitogénicas Neutrosófi-cas.,0,1,article,True,EC,University of Guayaquil,Humanities|Sociology|Philosophy|Political science|Work (physics),0,0,0,Zenodo,2025
10.5281/zenodo.16929882,39,2025,283,295,https://fs.unm.edu/NCML/25.OptimizacionDecisionesEstrategicas.pdf,Optimización de Decisiones Estratégicas en Gestión Hospitalaria mediante el Uso de Números Z Neutrosóficos para la Evaluación de Incertidumbres,Jorge Daher Nader,1,https://openalex.org/W7077150947,Optimización de Decisiones Estratégicas en Gestión Hospitalaria mediante el Uso de Números Z Neutrosóficos para la Evaluación de Incertidumbres.,0,1,article,True,,,Political science|Humanities|Philosophy|Sociology|Context (archaeology),0,0,0,Zenodo,2025
10.5281/zenodo.16930934,39,2025,296,309,https://fs.unm.edu/NCML/26.AnalizandoExpresionesEmocionales.pdf,Analizando Expresiones Emocionales en la Educación de TEA con Teoría de Conjuntos Neutrosóficos para una Inclusión Efectiva en el Aula,"Miguel-Angel Quiroz-Martinez, Sofia Andrade-Bravo, Maikel Leyva-Vazquez, Monica Gomez-Rios",4,https://openalex.org/W7077279003,Analizando Expresiones Emocionales en la Educación de TEA con Teoría de Conjuntos Neutrosóficos para una Inclusión Efectiva en el Aula.,0,1,article,True,EC,Politecnica Salesiana University,Humanities|Psychology|Context (archaeology)|Art|Sociology,0,0,0,Zenodo,2025
10.5281/zenodo.16930955,39,2025,310,327,https://fs.unm.edu/NCML/27.ValidacionNeutrosoficaEstrategia.pdf,Validación Neutrosófica de una Estrategia Innovadora para el Desarrollo de Competencias Investigativas en Estudiantes de Medicina,"Varna Hernández Junco, Leslie Cardet Carballosa, Regla Cristina Valdés Cabodevilla, Jorge Ernesto Diaz Bernal",4,https://openalex.org/W7077273894,Validación Neutrosófica de una Estrategia Innovadora para el Desarrollo de Competencias Investigativas en Estudiantes de Medicina,0,1,article,True,EC,Universidad Técnica de Ambato,Psychology|Humanities|Sociology|Medicine|Political science,0,0,0,Zenodo,2025
10.5281/zenodo.16930964,39,2025,328,347,https://fs.unm.edu/NCML/28.RedesNeuronalesMultiSuper.pdf,Redes Neuronales Multi-SuperHiperGráficas: Una Generalización de las Redes Neuronales Multi-HiperGráficas,Takaaki Fujita,1,https://openalex.org/W7077286293,Redes Neuronales Multi-SuperHiperGráficas: Una Generalización de las Redes Neuronales Multi-HiperGráficas,0,1,article,True,JP,Shinjuku College of Information Technology,Artificial neural network|Computer science|Hypergraph|Multigraph|Context (archaeology),0,0,0,Zenodo,2025
10.5281/zenodo.16930978,39,2025,348,364,https://fs.unm.edu/NCML/29.HipergrafosCognitivosSuper.pdf,Hipergrafos Cognitivos y Superhipergrafos: Un Marco Novedoso para el Modelado de Relaciones Complejas,Takaaki Fujita,1,https://openalex.org/W7077281009,Hipergrafos Cognitivos y Superhipergrafos: Un Marco Novedoso para el Modelado de Relaciones Complejas,0,1,article,True,US,Pathfinder International,Hypergraph|Cognition|Computer science|Graph|Cognitive model,0,0,0,Zenodo,2025
10.5281/zenodo.16931455,39,2025,365,382,https://fs.unm.edu/NCML/30.IntegracionDecisionesAcademicas.pdf,Integración de Decisiones Académicas y Clustering con el Método NAHP+NSC Neutrosófico en Sistemas Recomendadores para Estudiantes,"Alfonso A. Guijarro-Rodríguez, Juan Carlos Cedeño-Rodríguez, Silvia Adriana Ruata Avilés, Mirella C. Ortiz-Zambrano",4,https://openalex.org/W7077280742,Integración de Decisiones Académicas y Cluste-ring con el Método NAHP+NSC Neutrosófico en Sis-temas Recomendadores para Estudiantes,0,1,article,True,EC,University of Guayaquil,Humanities|Political science|Philosophy|Context (archaeology)|Order (exchange),0,0,0,Zenodo,2025
10.5281/zenodo.16931811,39,2025,383,396,https://fs.unm.edu/NCML/31.AnalisisImpactoEmocional.pdf,Análisis del impacto emocional en sistemas de recomendación educativa utilizando psicología neutrosófica,"Juan Carlos Cedeño-Rodríguez, Alfonso A. Guijarro-Rodríguez, Gladys C. Jácome-Morales, Verónica Mendoza-Morán",4,https://openalex.org/W7077278698,Análisis del impacto emocional en sistemas de re-comendación educativa utilizando psicología neu-trosófica,0,1,article,True,EC,University of Guayaquil,Humanities|Physics|Computer science|Sociology|Psychology,0,0,0,Zenodo,2025
10.5281/zenodo.15633027,38,2025,1,4,https://fs.unm.edu/NCML/1.OperadoresSobreSuperconjuntos.pdf,"Operadores para sobreconjuntos, subconjuntos negativos y conjuntos fuera de rango en l�gica neutros�fica (y para todo tipo de difusos y extensiones difusas) de valor �nico",Florentin Smarandache,1,https://openalex.org/W6968503478,"Operadores para sobreconjuntos, subconjuntos negativos y conjuntos fuera de rango en lógica neutrosófica (y para todo tipo de difusos y extensiones difusas) de valor único",0,1,article,True,,,Humanities|Mathematics|Context (archaeology)|Philosophy|Art,0,0,0,Zenodo,2025
10.5281/zenodo.15548105,38,2025,5,17,https://fs.unm.edu/NCML/2.%20adopcionhomoparental.pdf,M�todo Multicriterio 7Neutros�fico para la evaluaci�n del proceso de adopci�n homoparental en Ecuador,"Cristian Fernando Benavides Salazar, Meylin Caballero Pe�a, G�nesis Solange Delgado Angamarca, Ned Vito Quevedo Arnaiz",4,https://openalex.org/W6912024903,Método Multicriterio Neutrosófico para la evaluación del proceso de adopción homoparental en Ecuador,0,4,other,True,,,Humanities|Political science|Geography|Work (physics)|Computer science,0,0,0,Zenodo,2025
10.5281/zenodo.15554037,38,2025,18,28,https://fs.unm.edu/NCML/3.%20justiciarestaurativa.pdf,Proceso Anal�tico Jer�rquico Neutros�fico para evaluar la eficacia de la justicia restaurativa en Ecuador,"Pablo Roberto Castillo Rueda, Cristian Fernando Benavides Salazar, Lenny Cecilia Campa�a Mu�oz, Angie Fernanda Farias Mej�a",4,https://openalex.org/W6911864458,Proceso Analítico Jerárquico Neutrosófico para evaluar la eficacia de la justicia restaurativa en Ecuador,0,4,article,True,,,Humanities|Political science|Philosophy|Criminal offence|Christian ministry,0,0,0,Zenodo,2025
10.5281/zenodo.15554366,38,2025,29,40,https://fs.unm.edu/NCML/4.%20despenalizaci%EF%BF%BDnaborto.pdf,Mapa Cognitivo Neutros�fico para la evaluaci�n de la interpretaci�n restrictiva de la despenalizaci�n del aborto y sus consecuencias legales,"Bradley Jessid Enr�quez Chapi, Carmen Marina M�ndez Cabrita, Roberth Alexander Anama Tirac�, Marcelo Ra�l D�vila Castillo",4,https://openalex.org/W6893358919,Mapa Cognitivo Neutrosófico para la evaluación de la interpretación restrictiva de la despenalización del aborto y sus consecuencias legales,0,4,article,True,,,Humanities|Political science|Philosophy|Computer science|Free access,0,0,0,Zenodo,2025
10.5281/zenodo.15576877,38,2025,41,51,https://fs.unm.edu/NCML/5.%20violaci%EF%BF%BDnsusefectos.pdf,M�todo Multicriterio Neutros�fico para la evaluaci�n de la revictimizaci�n en el delito de violaci�n y sus efectos jur�dicos en el proceso penal de Ecuador,"Camila Concepci�n Villarreal Hern�ndez, Carmen Marina M�ndez Cabrita, Milena Elizabeth �lvarez Tapia, Jessica Johana Santander Moreno",4,https://openalex.org/W6968398223,Método Multicriterio Neutrosófico para la evaluación de la revictimización en el delito de violación y sus efectos jurídicos en el proceso penal de Ecuador,0,4,article,True,,,Humanities|Constitutional court|Political science|Economic Justice|Tribunal,0,0,0,Zenodo,2025
10.5281/zenodo.15577042,38,2025,52,59,https://fs.unm.edu/NCML/6.%20ventadigital.pdf,M�todo multicriterio neutros�fico para la evaluaci�n de la seguridad jur�dica del contribuyente en el contexto de la venta digital de bienes y servicios,"Diana Sof�a Mora Lora, Carmen Marina M�ndez Cabrita, Karina Nataly Laguna Delgado, Jairo Mauricio Puetate Paucar",4,https://openalex.org/W6930605682,Método multicriterio neutrosófico para la evaluación de la seguridad jurídica del contribuyente en el contexto de la venta digital de bienes y servicios,0,4,article,True,,,Political science|Humanities|Context (archaeology)|Geography|Welfare economics,0,0,0,Zenodo,2025
10.5281/zenodo.15633268,38,2025,60,67,https://fs.unm.edu/NCML/7.%20GradosDePertenencia.pdf,Grados de Pertenencia > 1 y < 0 de los Elementos con Respecto a un Conjunto Neutros�fico Fuera de Rango,Florentin Smarandache,1,https://openalex.org/W6968349546,Grados de Pertenencia > 1 y < 0 de los Elementos con Respecto a un Conjunto Neutrosófico Fuera de Rango,0,1,article,True,,,Humanities|Art|Sociology|Philosophy|Mathematics,0,0,0,Zenodo,2025
10.5281/zenodo.15635779,38,2025,68,77,https://fs.unm.edu/NCML/8.%20personasmigrantesTulcan.pdf,M�todo neutros�fico para la evaluaci�n del impacto de la vulneraci�n de derechos de las personas migrantes en Tulc�n,"Daniel Alejandro Herrera Aguilar, Carmen Marina M�ndez Cabrita, Paolo Farid Chapi �lvarez, Pablo Alejando Herrera Herrera",4,https://openalex.org/W6930772004,Método neutrosófico para la evaluación del impacto de la vulneración de derechos de las personas migrantes en Tulcán,0,4,article,True,,,Humanities|Political science|Persona|Geography|Philosophy,0,0,0,Zenodo,2025
10.5281/zenodo.15580290,38,2025,78,86,https://fs.unm.edu/NCML/9.%20basadacostumbresdesafios.pdf,"Estado de la discriminaci�n a los Testigos de Jehov�: una evaluaci�n neutros�fica basada en costumbres, desaf�os y resistencia","Mayeli Cristina Guerrero Montenegro, Carmen Marina M�ndez Cabrita, Kerlhy Lizbeth Malte Puetate, Mayerly Salom� Pozo Mera",4,https://openalex.org/W6930673884,"Estado de la discriminación a los Testigos de Jehová: una evaluación neutrosófica basada en costumbres, desafíos y resistencia",0,4,article,True,,,Humanities|Philosophy|Political science|Sociology|Order (exchange),0,0,0,Zenodo,2025
10.5281/zenodo.15580305,38,2025,87,96,https://fs.unm.edu/NCML/10.%20AdministrativoEcuador.pdf,Mapa Cognitivo Neutros�fico para evaluar el silencio administrativo en el contexto del C�digo Org�nico Administrativo de Ecuador,"Marco Patricio Villa Zura, Jos� Ignacio Cruz Arboleda, Josu� Ram�n Limaico Mina",3,https://openalex.org/W6930631807,Mapa Cognitivo Neutrosófico para evaluar el silencio administrativo en el contexto del Código Orgánico Administrativo de Ecuador,0,3,article,True,,,Political science|Context (archaeology)|Balance (ability)|Humanities|Work (physics),0,0,0,Zenodo,2025
10.5281/zenodo.15588206,38,2025,97,108,https://fs.unm.edu/NCML/11.%20InvestigacionTransformadora.pdf,M�todo neutros�fico multicriterio para la evaluaci�n de la aplicaci�n de la Psicolog�a Positiva en el Contexto institucional y educativo desde el enfoque de la Investigaci�n Transformadora Reflexiva,"Jos�a Jeseff Isea Arguelles, Gustavo Adolfo Alvarez G�mez, Mar�a Elena Infante Miranda, Ariel Jos� Romero Fern�ndez",4,https://openalex.org/W6930652976,Método neutrosófico multicriterio para la evaluación de la aplicación de la Psicología Positiva en el Contexto institucional y educativo desde el enfoque de la Investigación Transformadora Reflexiva,0,4,article,True,,,Humanities|Context (archaeology)|Sociology|Political science|Psychology,0,0,0,Zenodo,2025
10.5281/zenodo.15588232,38,2025,109,116,https://fs.unm.edu/NCML/12.%20personalLuis.pdf,M�todo neutros�fico multicriterio para evaluar el impacto de la trayectoria personal de Luis Felipe V�squez Narv�ez en los ciudadanos de Tulc�n,"Andrea Poleth Mites Tulcanaza, Cristian Danilo Revelo Montenegro, Carmen Marina M�ndez Cabrita, Jos�a Jeseff Isea Arg�elles",4,https://openalex.org/W6893355227,Método neutrosófico multicriterio para evaluar el impacto de la trayectoria personal de Luis Felipe Vásquez Narváez en los ciudadanos de Tulcán,0,4,article,True,,,Humanities|Persona|Political science|Art|Sociology,0,0,0,Zenodo,2025
10.5281/zenodo.15588252,38,2025,117,127,https://fs.unm.edu/NCML/13.%20casospensiones.pdf,Evaluaci�n multicriterio neutros�fica para an�lisis de la citaci�n oportuna en casos de pensiones alimenticias,"Roberth Alexander Anama Tirac�, Carmen Marina M�ndez Cabrita, Carlos Javier Lizcano Chapeta, Mar�a Elena Infante Miranda",4,https://openalex.org/W6968384671,Evaluación multicriterio neutrosófica para análisis de la citación oportuna en casos de pensiones alimenticias,0,4,article,True,,,Humanities|Medicine|Elderly people|Political science|Derecho,0,0,0,Zenodo,2025
10.5281/zenodo.15588278,38,2025,128,135,https://fs.unm.edu/NCML/14.%20reclusosprision.pdf,M�todo neutros�fico para evaluar las estrategias multidisciplinarias de motivaci�n y reinserci�n social de reclusos en prisi�n preventiva,"Pablo David Portilla Obando, Carmen Marina M�ndez Cabrita, Diego Fernando Coka Flores, Karina Nataly Laguna Delgado",4,https://openalex.org/W6912149827,Método neutrosófico para evaluar las estrategias multidisciplinarias de motivación y reinserción social de reclusos en prisión preventiva,0,4,article,True,,,Humanities|Persona|Philosophy|Political science|Sociology,0,0,0,Zenodo,2025
10.5281/zenodo.15588337,38,2025,136,146,https://fs.unm.edu/NCML/15.%20funcionlegislativa.pdf,Sistema de recomendaciones para la evaluaci�n de la funci�n legislativa en el sistema legal ecuatoriano,"Mar�a Elena Infante Miranda, Santiago Mateo Carrera V�squez, Kevin Efra�n Cruz Enr�quez",3,https://openalex.org/W6893190285,Sistema de recomendaciones para la evaluación de la función legislativa en el sistema legal ecuatoriano,0,3,article,True,,,Political science|Humanities|Access to information|Business|Computer science,0,0,0,Zenodo,2025
10.5281/zenodo.15588379,38,2025,147,154,https://fs.unm.edu/NCML/16.%20bienesabandonados.pdf,M�todo Neutros�fico multicriterio para evaluar el procedimiento de adjudicaci�n de bienes abandonados en Ecuador,"Carlos Ramiro Hurtado Lomas, Jos�a Jeseff Isea Arguelles, Nadia Isabela Luna Ayala, Alba Nayeli Garc�s Echeverr�a",4,https://openalex.org/W6893403372,Método Neutrosófico multicriterio para evaluar el procedimiento de adjudicación de bienes abandonados en Ecuador.,0,4,article,True,,,Political science|Humanities|Welfare economics|Physics|Medicine,0,0,0,Zenodo,2025
10.5281/zenodo.15588408,38,2025,155,163,https://fs.unm.edu/NCML/17.%20mujeresembarazadas.pdf,M�todo neutros�fico para evaluar la violaci�n de los derechos laborales de las mujeres embarazadas en el sector privado,"Josu� Ram�n Limaico Mina, Claudio Antonio Ter�n Vaca, Juan Evangelista N��ez Sanabria, Melanie Karina Limaico Carcel�n",4,https://openalex.org/W6949787485,Método neutrosófico para evaluar la violación de los derechos laborales de las mujeres embarazadas en el sector privado,0,4,article,True,,,Humanities|Political science|Geography|Private sector|State (computer science),0,0,0,Zenodo,2025
10.5281/zenodo.15588440,38,2025,164,174,https://fs.unm.edu/NCML/18.%20emprendimientosciudad.pdf,M�todo neutros�fico para evaluaci�n en la estimaci�n de costos de producci�n en emprendimientos de la ciudad de Ibarra,"Andr�s Roberto Le�n Yacelga, Rita Azucena D�az V�squez, Diego Pa�l Palma Rivera",3,https://openalex.org/W6911867936,Método neutrosófico para evaluación en la estimación de costos de producción en emprendimientos de la ciudad de Ibarra,0,3,article,True,,,Political science|Business|Welfare economics|Economics|Geography,0,0,0,Zenodo,2025
10.5281/zenodo.15588462,38,2025,175,184,https://fs.unm.edu/NCML/19.%20instrumentogarantia.pdf,M�todo neutros�fico para la recomendaci�n sobre las medidas cautelares como instrumento de garant�a de los derechos constitucionales,"Lilian Fabiola Haro Ter�n, Luis Andr�s Crespo Berti, Juan Diego Bravo Guzm�n, Danny Alexander Andrade Caiza",4,https://openalex.org/W6968092697,Método neutrosófico para la recomendación sobre las medidas cautelares como instrumento de garantía de los derechos constitucionales,0,4,article,True,,,Political science|Humanities|Judicial independence|Derecho|Work (physics),0,0,0,Zenodo,2025
10.5281/zenodo.15588507,38,2025,185,194,https://fs.unm.edu/NCML/20.%20divorciomutuo.pdf,Mapa Cognitivo Neutros�fico para la evaluaci�n de la protecci�n del inter�s superior del ni�o en el divorcio de mutuo acuerdo con hijos bajo dependencia,"Lilian Fabiola Haro Ter�n, Alison Erely Y�pez Enr�quez, Ariel Steven Garc�a D�az, Kevin Francisco Y�pez Enr�quez",4,https://openalex.org/W6949552702,Mapa Cognitivo Neutrosófico para la evaluación de la protección del interés superior del niño en el divorcio de mutuo acuerdo con hijos bajo dependencia,0,4,article,True,,,Humanities|Political science|Philosophy|Art|Derecho,0,0,0,Zenodo,2025
10.5281/zenodo.15616926,38,2025,195,205,https://fs.unm.edu/NCML/21.%20evolucionhist%EF%BF%BDrica.pdf,M�todo Neutros�fico Multicriterio para evaluar el derecho a la educaci�n en Ecuador a partir de su evoluci�n hist�rica y perspectivas actuales,"Luis Andr�s Crespo-Berti, Melanie Skarlet Qui�onez Medina, Carmen Patricia Ruiz Tigse, Daniela Yesenia S�nchez Mina",4,https://openalex.org/W6912141149,Método Neutrosófico Multicriterio para evaluar el derecho a la educación en Ecuador a partir de su evolución histórica y perspectivas actuales,0,4,article,True,,,Political science|Work (physics)|Humanities|Welfare economics|Context (archaeology),0,0,0,Zenodo,2025
10.5281/zenodo.15597248,38,2025,206,214,https://fs.unm.edu/NCML/22.%20reinstauracionfideicomiso.pdf,M�todo neutros�fico para la evaluaci�n de la reinstauraci�n del fideicomiso mercantil automotriz,"Sheila Bel�n Esparza Pijal, Luis Andr�s Crespo-Berti, Lilian Fabiola Haro Ter�n",3,https://openalex.org/W6930821890,Método neutrosófico para la evaluación de la reinstauración del fideicomiso mercantil automotriz,0,3,article,True,,,Humanities|Political science|Geography|Context (archaeology)|Domain (mathematical analysis),0,0,0,Zenodo,2025
10.5281/zenodo.15597282,38,2025,215,225,https://fs.unm.edu/NCML/23.%20analisisjuridico.pdf,M�todo multicriterio neutros�fico para el an�lisis jur�dico de los centros de tratamiento para personas con adicciones en Ecuador,"Geovanny Leopoldo Borja Mart�nez, Pablo Ermely Espinosa Pico, Johan Javier Soria Moreta, Angie Maite Toapanta Caiza",4,https://openalex.org/W6912000020,Método multicriterio neutrosófico para el análisis jurídico de los centros de tratamiento para personas con adicciones en Ecuador,0,4,article,True,,,Humanities|Political science|Medicine|Persona|Jurisprudence,0,0,0,Zenodo,2025
10.5281/zenodo.15597341,38,2025,226,236,https://fs.unm.edu/NCML/24.%20paralelosalsistemapenal.pdf,M�todo neutros�fico para analizar el papel de los medios de comunicaci�n y su influencia en los juicios paralelos al sistema penal en Ecuador,"Geovanny Leopoldo Borja Mart�nez, Pablo Ermely Espinosa Pico, Mayle Brigitte Tapia Garc�a, Stalin Fernando Laica Caillagua",4,https://openalex.org/W6893469490,Método neutrosófico para analizar el papel de los medios de comunicación y su influencia en los juicios paralelos al sistema penal en Ecuador,0,4,article,True,,,Humanities|Art|Political science|Philosophy|Cartography,0,0,0,Zenodo,2025
