doi,volume,year,source,position,name,orcid,oa_author_id,institutions,countries,name_norm,canon,init_key,orcid_clean,oa_id_clean,cluster_root,cluster_id,name_canonical
10.5281/zenodo.15617426,38,2025,openalex,first,Pablo Miguel Vaca Acosta,,,,,Pablo Miguel Vaca Acosta,acosta miguel pablo vaca,p|acosta miguel vaca,,,1885,1137,Pablo Miguel Vaca Acosta
10.5281/zenodo.15617426,38,2025,openalex,middle,Emily Nicole Paredes Cisneros,,,,,Emily Nicole Paredes Cisneros,cisneros emily nicole paredes,e|cisneros nicole paredes,,,1194,643,Emily Nicole Paredes Cisneros
10.5281/zenodo.15617426,38,2025,openalex,last,Sindy Sisa Grefa  Calapucha,,,,,Sindy Sisa Grefa Calapucha,calapucha grefa sindy sisa,s|calapucha grefa sisa,,,291,145,Sindy Sisa Grefa  Calapucha
10.5281/zenodo.15200383,37,2025,openalex,first,Florentin Smarandache,,,,,Florentin Smarandache,florentin smarandache,f|smarandache,,,2134,1302,Florentin Smarandache
10.5281/zenodo.15200383,37,2025,openalex,middle,Maikel Y. Leyva Vázquez,,,,,Maikel Y. Leyva Vázquez,leyva maikel vazquez,m|leyva vazquez,,,2224,1362,Maikel Leyva Vázquez
10.5281/zenodo.15200383,37,2025,openalex,middle,Lorenzo Cevallos-Torres,,,,,Lorenzo Cevallos-Torres,cevallos lorenzo torres,l|cevallos torres,,,294,146,Lorenzo Cevallos-Torres
10.5281/zenodo.15200383,37,2025,openalex,last,Lucitania Ja neth Liberio Barco,,,,,Lucitania Ja neth Liberio Barco,barco ja liberio lucitania neth,l|barco ja liberio neth,,,295,147,Lucitania Ja neth Liberio Barco
10.5281/zenodo.15200402,37,2025,openalex,first,Jonathan Vera Macias,,,,,Jonathan Vera Macias,jonathan macias vera,j|macias vera,,,296,148,"Vera Macias, Jonathan"
10.5281/zenodo.15200402,37,2025,openalex,middle,Fernando Eduardo Alvarado Veliz,,,,,Fernando Eduardo Alvarado Veliz,alvarado eduardo fernando veliz,f|alvarado eduardo veliz,,,297,149,Fernando Eduardo Alvarado Véliz
10.5281/zenodo.15200402,37,2025,openalex,middle,Marco Arguello Arguello,,,,,Marco Arguello Arguello,arguello arguello marco,m|arguello arguello,,,298,150,"Arguello-Arguello, Marco"
10.5281/zenodo.15200402,37,2025,openalex,last,Lorenzo Jovanny  Cevallos Torres,,,,,Lorenzo Jovanny Cevallos Torres,cevallos jovanny lorenzo torres,l|cevallos jovanny torres,,,299,151,Lorenzo Jovanny  Cevallos Torres
10.5281/zenodo.15200407,37,2025,openalex,first,Segundo Heriberto Granja Huacón,,,,,Segundo Heriberto Granja Huacón,granja heriberto huacon segundo,s|granja heriberto huacon,,,1595,900,Segundo Heriberto Granja Huacón
10.5281/zenodo.15200407,37,2025,openalex,middle,José Alexander Morales Alvear,,,,,José Alexander Morales Alvear,alexander alvear jose morales,j|alexander alvear morales,,,301,152,José Alexander Morales Alvear
10.5281/zenodo.15200407,37,2025,openalex,middle,Santiago Alexander  Olvera Manobanda,,,,,Santiago Alexander Olvera Manobanda,alexander manobanda olvera santiago,s|alexander manobanda olvera,,,302,153,Santiago Alexander  Olvera Manobanda
10.5281/zenodo.15200407,37,2025,openalex,last,Alexander Raúl Morejón Vásquez,,,,,Alexander Raúl Morejón Vásquez,alexander morejon raul vasquez,a|morejon raul vasquez,,,303,154,Alexander Raúl Morejón Vásquez
10.5281/zenodo.15200423,37,2025,openalex,first,Iván Patricio Montaleza Quizhpe,,,,,Iván Patricio Montaleza Quizhpe,ivan montaleza patricio quizhpe,i|montaleza patricio quizhpe,,,304,155,"Montaleza Quizhpe, Iván Patricio"
10.5281/zenodo.15200423,37,2025,openalex,last,Franklin Parrales-Bravo,,,,,Franklin Parrales-Bravo,bravo franklin parrales,f|bravo parrales,,,305,156,"Parrales-Bravo, Franklin"
10.5281/zenodo.15200431,37,2025,openalex,first,Alex Santiago Páez Maldonado,,,,,Alex Santiago Páez Maldonado,alex maldonado paez santiago,a|maldonado paez santiago,,,306,157,Alex Santiago Páez Maldonado
10.5281/zenodo.15200431,37,2025,openalex,middle,Klever Israel Llerena Villares,,,,,Klever Israel Llerena Villares,israel klever llerena villares,k|israel llerena villares,,,307,158,Klever Israel Llerena Villares
10.5281/zenodo.15200431,37,2025,openalex,middle,Leonardo Mario Falconi  Cardenas,,,,,Leonardo Mario Falconi Cardenas,cardenas falconi leonardo mario,l|cardenas falconi mario,,,308,159,Leonardo Mario Falconi  Cardenas
10.5281/zenodo.15200431,37,2025,openalex,last,Fernando Daniel Lalaleo Camino,,,,,Fernando Daniel Lalaleo Camino,camino daniel fernando lalaleo,f|camino daniel lalaleo,,,309,160,Fernando Daniel Lalaleo Camino
10.5281/zenodo.15200434,37,2025,openalex,first,Edwin Xavier Quito Recalde,,,,,Edwin Xavier Quito Recalde,edwin quito recalde xavier,e|quito recalde xavier,,,310,161,Edwin Xavier Quito Recalde
10.5281/zenodo.15200434,37,2025,openalex,middle,Johanna Maribel Pando Farez,,,,,Johanna Maribel Pando Farez,farez johanna maribel pando,j|farez maribel pando,,,311,162,"Pando Farez, Johanna Maribel"
10.5281/zenodo.15200434,37,2025,openalex,middle,Edwin Alfred Riofrio Núñez,,,,,Edwin Alfred Riofrio Núñez,alfred edwin nunez riofrio,e|alfred nunez riofrio,,,312,163,Edwin Alfred Riofrio Núñez
10.5281/zenodo.15200434,37,2025,openalex,middle,Paola Dayanara Ramírez Carrión,,,,,Paola Dayanara Ramírez Carrión,carrion dayanara paola ramirez,p|carrion dayanara ramirez,,,313,164,Paola Dayanara Ramírez Carrión
10.5281/zenodo.15200434,37,2025,openalex,middle,Jorge Leopoldo Pauta Riera,,,,,Jorge Leopoldo Pauta Riera,jorge leopoldo pauta riera,j|leopoldo pauta riera,,,314,165,Jorge Leopoldo Pauta Riera
10.5281/zenodo.15200434,37,2025,openalex,last,Dayron Rumbaut  Rangel,,,,,Dayron Rumbaut Rangel,dayron rangel rumbaut,d|rangel rumbaut,,,315,166,Dayron Rumbaut  Rangel
10.5281/zenodo.15200479,37,2025,openalex,first,Manuel Richard Naranjo Rodríguez,,,,,Manuel Richard Naranjo Rodríguez,manuel naranjo richard rodriguez,m|naranjo richard rodriguez,,,316,167,Manuel Richard Naranjo Rodríguez
10.5281/zenodo.15200479,37,2025,openalex,middle,Ignacio Fernando Barcos Arias,,,,,Ignacio Fernando Barcos Arias,arias barcos fernando ignacio,i|arias barcos fernando,,,1778,1042,Ignacio Fernando Barcos Arias
10.5281/zenodo.15200479,37,2025,openalex,last,Pedro David Yela Bustamante,,,,,Pedro David Yela Bustamante,bustamante david pedro yela,p|bustamante david yela,,,318,168,Pedro David Yela Bustamante
10.5281/zenodo.15200489,37,2025,openalex,first,Christian Emmanuel Bohórquez Rizzo,,,,,Christian Emmanuel Bohórquez Rizzo,bohorquez christian emmanuel rizzo,c|bohorquez emmanuel rizzo,,,1187,639,Christian Emmanuel Bohórquez Rizzo
10.5281/zenodo.15200489,37,2025,openalex,middle,Daybelis Fernanda Olaya Ponce,,,,,Daybelis Fernanda Olaya Ponce,daybelis fernanda olaya ponce,d|fernanda olaya ponce,,,1188,640,Daybelis Fernanda Olaya Ponce
10.5281/zenodo.15200489,37,2025,openalex,middle,Andrea Nahime Coello Huilcapi,,,,,Andrea Nahime Coello Huilcapi,andrea coello huilcapi nahime,a|coello huilcapi nahime,,,321,169,Andrea Nahime Coello Huilcapi
10.5281/zenodo.15200489,37,2025,openalex,last,Vanessa Josefa Hernández Alvarado,,,,,Vanessa Josefa Hernández Alvarado,alvarado hernandez josefa vanessa,v|alvarado hernandez josefa,,,1851,1106,Vanessa Josefa Hernández Alvarado
10.5281/zenodo.15200497,37,2025,openalex,first,Clara Elisa Pozo Hernández,,,,,Clara Elisa Pozo Hernández,clara elisa hernandez pozo,c|elisa hernandez pozo,,,1620,923,Clara Elisa Pozo Hernández
10.5281/zenodo.15200497,37,2025,openalex,middle,Jhostin Patricio Colimba Farinango,,,,,Jhostin Patricio Colimba Farinango,colimba farinango jhostin patricio,j|colimba farinango patricio,,,324,170,Jhostin Patricio Colimba Farinango
10.5281/zenodo.15200497,37,2025,openalex,middle,Yessenia Maribel Caipe Yanascual,,,,,Yessenia Maribel Caipe Yanascual,caipe maribel yanascual yessenia,y|caipe maribel yanascual,,,325,171,Yessenia Maribel Caipe Yanascual
10.5281/zenodo.15200497,37,2025,openalex,last,Zully Rivel Nazate Chuga,,,,,Zully Rivel Nazate Chuga,chuga nazate rivel zully,z|chuga nazate rivel,,,1047,557,Zully Rivel Nazate Chuga
10.5281/zenodo.15200501,37,2025,openalex,first,Taisha Romina Jisama Velásquez,,,,,Taisha Romina Jisama Velásquez,jisama romina taisha velasquez,t|jisama romina velasquez,,,327,172,Taisha Romina Jisama Velásquez
10.5281/zenodo.15200501,37,2025,openalex,middle,Pamela Milena Castro Villareal,,,,,Pamela Milena Castro Villareal,castro milena pamela villareal,p|castro milena villareal,,,328,173,Pamela Milena Castro Villareal
10.5281/zenodo.15200501,37,2025,openalex,last,Estalin Rene Portilla Paguay,,,,,Estalin Rene Portilla Paguay,estalin paguay portilla rene,e|paguay portilla rene,,,1430,781,Estalin Rene Portilla Paguay
10.5281/zenodo.15200509,37,2025,openalex,first,Karen Nicole Flores Cano,,,,,Karen Nicole Flores Cano,cano flores karen nicole,k|cano flores nicole,,,774,410,Karen Nicole Flores Cano
10.5281/zenodo.15200509,37,2025,openalex,middle,Ángela Patricia Arellano Guilcamaigua,,,,,Ángela Patricia Arellano Guilcamaigua,angela arellano guilcamaigua patricia,a|arellano guilcamaigua patricia,,,331,174,Ángela Patricia Arellano Guilcamaigua
10.5281/zenodo.15200509,37,2025,openalex,middle,Mayerly Salomé Pozo Mera3,,,,,Mayerly Salomé Pozo Mera3,mayerly mera3 pozo salome,m|mera3 pozo salome,,,332,175,Mayerly Salomé Pozo Mera3
10.5281/zenodo.15200509,37,2025,openalex,last,Rosa Evelyn Chugá Quemac,,,,,Rosa Evelyn Chugá Quemac,chuga evelyn quemac rosa,r|chuga evelyn quemac,,,1540,859,Rosa Evelyn Chugá Quemac
10.5281/zenodo.15200518,37,2025,openalex,first,David Alexander Arcos Pazmiño,,,,,David Alexander Arcos Pazmiño,alexander arcos david pazmino,d|alexander arcos pazmino,,,772,409,David Alexander Arcos Pazmiño
10.5281/zenodo.15200518,37,2025,openalex,middle,Alejandra Deyanira Villarreal Villarreal,,,,,Alejandra Deyanira Villarreal Villarreal,alejandra deyanira villarreal villarreal,a|deyanira villarreal villarreal,,,770,408,Alejandra Deyanira Villarreal Villarreal
10.5281/zenodo.15200518,37,2025,openalex,middle,Daniel Alejandro Herrera Aguilar,,,,,Daniel Alejandro Herrera Aguilar,aguilar alejandro daniel herrera,d|aguilar alejandro herrera,,,336,176,Daniel Alejandro Herrera Aguilar
10.5281/zenodo.15200518,37,2025,openalex,last,Rosa Evelyn Chugá Quemac,,,,,Rosa Evelyn Chugá Quemac,chuga evelyn quemac rosa,r|chuga evelyn quemac,,,1540,859,Rosa Evelyn Chugá Quemac
10.5281/zenodo.15200522,37,2025,openalex,first,María José Enríquez Villarreal,,,,,María José Enríquez Villarreal,enriquez jose maria villarreal,m|enriquez jose villarreal,,,338,177,María José Enríquez Villarreal
10.5281/zenodo.15200522,37,2025,openalex,middle,Mayeli Cristina Guerrero Montenegro,,,,,Mayeli Cristina Guerrero Montenegro,cristina guerrero mayeli montenegro,m|cristina guerrero montenegro,,,339,178,Mayeli Cristina Guerrero Montenegro
10.5281/zenodo.15200522,37,2025,openalex,middle,Kerlhy Lisbeth Malte Puetate,,,,,Kerlhy Lisbeth Malte Puetate,kerlhy lisbeth malte puetate,k|lisbeth malte puetate,,,340,179,Kerlhy Lisbeth Malte Puetate
10.5281/zenodo.15200522,37,2025,openalex,last,Rosa Evelyn Chugá Quemac,,,,,Rosa Evelyn Chugá Quemac,chuga evelyn quemac rosa,r|chuga evelyn quemac,,,1540,859,Rosa Evelyn Chugá Quemac
10.5281/zenodo.15200527,37,2025,openalex,first,Jonathan Rafael Ortiz Villacis,,,,,Jonathan Rafael Ortiz Villacis,jonathan ortiz rafael villacis,j|ortiz rafael villacis,,,342,180,Jonathan Rafael Ortiz Villacis
10.5281/zenodo.15200527,37,2025,openalex,middle,Gabriela Liseth Vaca Altamirano,,,,,Gabriela Liseth Vaca Altamirano,altamirano gabriela liseth vaca,g|altamirano liseth vaca,,,1871,1125,Gabriela Liseth Vaca Altamirano
10.5281/zenodo.15200527,37,2025,openalex,middle,Carmen Salinas Goodier,,,,,Carmen Salinas Goodier,carmen goodier salinas,c|goodier salinas,,,1806,1064,Carmen Salinas Goodier
10.5281/zenodo.15200527,37,2025,openalex,last,Wilson Hernán Aldaz Calapiña,,,,,Wilson Hernán Aldaz Calapiña,aldaz calapina hernan wilson,w|aldaz calapina hernan,,,345,181,Wilson Hernán Aldaz Calapiña
10.5281/zenodo.15200531,37,2025,openalex,first,John Alex Torres Yánez,,,,,John Alex Torres Yánez,alex john torres yanez,j|alex torres yanez,,,349,184,John Alex Torres Yánez
10.5281/zenodo.15200531,37,2025,openalex,middle,Jhon Jairo Naranjo Mejía,,,,,Jhon Jairo Naranjo Mejía,jairo jhon mejia naranjo,j|jairo mejia naranjo,,,347,182,Jhon Jairo Naranjo Mejía
10.5281/zenodo.15200531,37,2025,openalex,last,Angie Pamela Supe Amaguaña,,,,,Angie Pamela Supe Amaguaña,amaguana angie pamela supe,a|amaguana pamela supe,,,348,183,Angie Pamela Supe Amaguaña
10.5281/zenodo.15200535,37,2025,openalex,first,John Alex Torres Yánez,,,,,John Alex Torres Yánez,alex john torres yanez,j|alex torres yanez,,,349,184,John Alex Torres Yánez
10.5281/zenodo.15200535,37,2025,openalex,middle,Brenedy Fernando Camino Garcés,,,,,Brenedy Fernando Camino Garcés,brenedy camino fernando garces,b|camino fernando garces,,,350,185,Brenedy Fernando Camino Garcés
10.5281/zenodo.15200535,37,2025,openalex,last,Karla Stephanie Moreira Velasco,,,,,Karla Stephanie Moreira Velasco,karla moreira stephanie velasco,k|moreira stephanie velasco,,,351,186,Karla Stephanie Moreira Velasco
10.5281/zenodo.15200537,37,2025,openalex,first,Samantha de los Ángeles Vásquez Barberán,,,,,Samantha de los Ángeles Vásquez Barberán,angeles barberan samantha vasquez,s|angeles barberan vasquez,,,1823,1081,Samantha de los Ángeles Vásquez Barberán
10.5281/zenodo.15200537,37,2025,openalex,middle,Gabriela Liseth Vaca Altamirano,,,,,Gabriela Liseth Vaca Altamirano,altamirano gabriela liseth vaca,g|altamirano liseth vaca,,,1871,1125,Gabriela Liseth Vaca Altamirano
10.5281/zenodo.15200537,37,2025,openalex,last,Irvin Ricardo Tubón Usca,,,,,Irvin Ricardo Tubón Usca,irvin ricardo tubon usca,i|ricardo tubon usca,,,362,190,Irvin Ricardo Tubón Usca
10.5281/zenodo.15200542,37,2025,openalex,first,Jeannette Amparito Urrutia Guevara,,,,,Jeannette Amparito Urrutia Guevara,amparito guevara jeannette urrutia,j|amparito guevara urrutia,,,1483,817,Jeannette Amparito Urrutia Guevara
10.5281/zenodo.15200542,37,2025,openalex,middle,Samantha Naomi Barreno Sailema,,,,,Samantha Naomi Barreno Sailema,barreno naomi sailema samantha,s|barreno naomi sailema,,,488,249,Samantha Naomi Barreno Sailema
10.5281/zenodo.15200542,37,2025,openalex,middle,Lesly Gissela Tipanguano Chicaiza,,,,,Lesly Gissela Tipanguano Chicaiza,chicaiza gissela lesly tipanguano,l|chicaiza gissela tipanguano,,,357,187,Lesly Gissela Tipanguano Chicaiza
10.5281/zenodo.15200542,37,2025,openalex,last,Niurka de los Ángeles Mejía Toscano,,,,,Niurka de los Ángeles Mejía Toscano,angeles mejia niurka toscano,n|angeles mejia toscano,,,489,250,Niurka de los Ángeles Mejía Toscano
10.5281/zenodo.15200548,37,2025,openalex,first,Mishell Stephany Núñez Hernández,,,,,Mishell Stephany Núñez Hernández,hernandez mishell nunez stephany,m|hernandez nunez stephany,,,359,188,Mishell Stephany Núñez Hernández
10.5281/zenodo.15200548,37,2025,openalex,middle,Evelyn Nathaly Sánchez Rosero,,,,,Evelyn Nathaly Sánchez Rosero,evelyn nathaly rosero sanchez,e|nathaly rosero sanchez,,,360,189,Evelyn Nathaly Sánchez Rosero
10.5281/zenodo.15200548,37,2025,openalex,last,Javier Estuardo Sánchez Sánchez,,,,,Javier Estuardo Sánchez Sánchez,estuardo javier sanchez sanchez,j|estuardo sanchez sanchez,,,1323,715,Javier Estuardo Sánchez Sánchez
10.5281/zenodo.15200552,37,2025,openalex,first,Irvin Ricardo Tubón Usca,,,,,Irvin Ricardo Tubón Usca,irvin ricardo tubon usca,i|ricardo tubon usca,,,362,190,Irvin Ricardo Tubón Usca
10.5281/zenodo.15200552,37,2025,openalex,middle,Joselin Nayeli Bonilla Espinoza,,,,,Joselin Nayeli Bonilla Espinoza,bonilla espinoza joselin nayeli,j|bonilla espinoza nayeli,,,363,191,Joselin Nayeli Bonilla Espinoza
10.5281/zenodo.15200552,37,2025,openalex,last,Gabriela Liseth Vaca Altamirano,,,,,Gabriela Liseth Vaca Altamirano,altamirano gabriela liseth vaca,g|altamirano liseth vaca,,,1871,1125,Gabriela Liseth Vaca Altamirano
10.5281/zenodo.15200558,37,2025,openalex,first,Piedad Elizabeth Acurio Padilla,,,,,Piedad Elizabeth Acurio Padilla,acurio elizabeth padilla piedad,p|acurio elizabeth padilla,,,1086,576,Piedad Elizabeth Acurio Padilla
10.5281/zenodo.15200558,37,2025,openalex,middle,Melany Yamilex Reascos Chalacán,,,,,Melany Yamilex Reascos Chalacán,chalacan melany reascos yamilex,m|chalacan reascos yamilex,,,849,455,Melany Yamilex Reascos Chalacán
10.5281/zenodo.15200558,37,2025,openalex,last,Mauricio Fernando Enrríquez Grijalva,,,,,Mauricio Fernando Enrríquez Grijalva,enrriquez fernando grijalva mauricio,m|enrriquez fernando grijalva,,,367,192,Mauricio Fernando Enrríquez Grijalva
10.5281/zenodo.15200562,37,2025,openalex,first,Juan Diego Zurita Vargas,,,,,Juan Diego Zurita Vargas,diego juan vargas zurita,j|diego vargas zurita,,,1475,813,Juan Diego Zurita Vargas
10.5281/zenodo.15200562,37,2025,openalex,middle,Giovanny Vinicio Pineda Silva,,,,,Giovanny Vinicio Pineda Silva,giovanny pineda silva vinicio,g|pineda silva vinicio,,,1472,810,Giovanny Vinicio Pineda Silva
10.5281/zenodo.15200562,37,2025,openalex,last,Andrés Sebastián Villacrés Quintana,,,,,Andrés Sebastián Villacrés Quintana,andres quintana sebastian villacres,a|quintana sebastian villacres,,,1072,570,Andrés Sebastián Villacrés Quintana
10.5281/zenodo.15200568,37,2025,openalex,first,Katheryn Mishel Guamushig Jaque,,,,,Katheryn Mishel Guamushig Jaque,guamushig jaque katheryn mishel,k|guamushig jaque mishel,,,371,193,Katheryn Mishel Guamushig Jaque
10.5281/zenodo.15200568,37,2025,openalex,middle,Nairovys Gómez Martínez,,,,,Nairovys Gómez Martínez,gomez martinez nairovys,n|gomez martinez,,,1862,1116,Nairovys Gómez Martínez
10.5281/zenodo.15200568,37,2025,openalex,last,Adisnay Rodríguez Plasencia,,,,,Adisnay Rodríguez Plasencia,adisnay plasencia rodriguez,a|plasencia rodriguez,,,1865,1119,Adisnay Rodríguez Plasencia
10.5281/zenodo.15200572,37,2025,openalex,first,María Fernanda Morales Gómez de la Torre,,,,,María Fernanda Morales Gómez de la Torre,fernanda gomez maria morales torre,m|fernanda gomez morales torre,,,765,404,María Fernanda Morales Gómez de la Torre
10.5281/zenodo.15200572,37,2025,openalex,middle,Karely Nicole Gualotuña Piñataxi,,,,,Karely Nicole Gualotuña Piñataxi,gualotuna karely nicole pinataxi,k|gualotuna nicole pinataxi,,,375,194,Karely Nicole Gualotuña Piñataxi
10.5281/zenodo.15200572,37,2025,openalex,middle,Leydy Vanessa Pilatasig Díaz,,,,,Leydy Vanessa Pilatasig Díaz,diaz leydy pilatasig vanessa,l|diaz pilatasig vanessa,,,376,195,Leydy Vanessa Pilatasig Díaz
10.5281/zenodo.15200572,37,2025,openalex,last,Eloisa Cumanda Santamaría Guamán,,,,,Eloisa Cumanda Santamaría Guamán,cumanda eloisa guaman santamaria,e|cumanda guaman santamaria,,,377,196,Eloisa Cumanda Santamaría Guamán
10.5281/zenodo.15200578,37,2025,openalex,first,Raúl González Salas,,,,,Raúl González Salas,gonzalez raul salas,r|gonzalez salas,,,1754,1025,Raúl González Salas
10.5281/zenodo.15200578,37,2025,openalex,middle,Mildre Mercedes Vidal del Río,,,,,Mildre Mercedes Vidal del Río,mercedes mildre rio vidal,m|mercedes rio vidal,,,1208,652,Mildre Mercedes Vidal del Río
10.5281/zenodo.15200578,37,2025,openalex,last,Daniela Alejandra Proaño Remache,,,,,Daniela Alejandra Proaño Remache,alejandra daniela proano remache,d|alejandra proano remache,,,404,214,Daniela Alejandra Proaño Remache
10.5281/zenodo.15200586,37,2025,openalex,first,Jorge Andrés Rodas Buenaño,,,,,Jorge Andrés Rodas Buenaño,andres buenano jorge rodas,j|andres buenano rodas,,,764,403,Jorge Andrés Rodas Buenaño
10.5281/zenodo.15200586,37,2025,openalex,middle,Antonio Gabriel Castillo Medina,,,,,Antonio Gabriel Castillo Medina,antonio castillo gabriel medina,a|castillo gabriel medina,,,1474,812,Antonio Gabriel Castillo Medina
10.5281/zenodo.15200586,37,2025,openalex,middle,Andrés Sebastián Villacrés Quintana,,,,,Andrés Sebastián Villacrés Quintana,andres quintana sebastian villacres,a|quintana sebastian villacres,,,1072,570,Andrés Sebastián Villacrés Quintana
10.5281/zenodo.15200586,37,2025,openalex,last,Javier Renato Moyano Arévalo,,,,,Javier Renato Moyano Arévalo,arevalo javier moyano renato,j|arevalo moyano renato,,,384,197,Javier Renato Moyano Arévalo
10.5281/zenodo.15200590,37,2025,openalex,first,Andrea Carolina Vela Chiriboga,,,,,Andrea Carolina Vela Chiriboga,andrea carolina chiriboga vela,a|carolina chiriboga vela,,,385,198,Andrea Carolina Vela Chiriboga
10.5281/zenodo.15200590,37,2025,openalex,middle,Kevin Marcelo Lozada Escobar,,,,,Kevin Marcelo Lozada Escobar,escobar kevin lozada marcelo,k|escobar lozada marcelo,,,386,199,Kevin Marcelo Lozada Escobar
10.5281/zenodo.15200590,37,2025,openalex,last,Paúl Sebastián Bedoya Lozada,,,,,Paúl Sebastián Bedoya Lozada,bedoya lozada paul sebastian,p|bedoya lozada sebastian,,,387,200,Paúl Sebastián Bedoya Lozada
10.5281/zenodo.15200596,37,2025,openalex,first,Ángel Raúl Zabala Yubaille,,,,,Ángel Raúl Zabala Yubaille,angel raul yubaille zabala,a|raul yubaille zabala,,,388,201,Ángel Raúl Zabala Yubaille
10.5281/zenodo.15200596,37,2025,openalex,middle,Jhael Mikaela Gómez Ashqui,,,,,Jhael Mikaela Gómez Ashqui,ashqui gomez jhael mikaela,j|ashqui gomez mikaela,,,389,202,Jhael Mikaela Gómez Ashqui
10.5281/zenodo.15200596,37,2025,openalex,middle,Hipatia Carolina Valencia Villalba,,,,,Hipatia Carolina Valencia Villalba,carolina hipatia valencia villalba,h|carolina valencia villalba,,,390,203,Hipatia Carolina Valencia  Villalba
10.5281/zenodo.15200596,37,2025,openalex,last,Álvaro Francisco Sánchez Cedeño,,,,,Álvaro Francisco Sánchez Cedeño,alvaro cedeno francisco sanchez,a|cedeno francisco sanchez,,,403,213,Álvaro Francisco Sánchez Cedeño
10.5281/zenodo.15200601,37,2025,openalex,first,Emilio Micael Álvarez Medina,,,,,Emilio Micael Álvarez Medina,alvarez emilio medina micael,e|alvarez medina micael,,,392,204,Emilio Micael Álvarez Medina
10.5281/zenodo.15200601,37,2025,openalex,middle,Fosther Mateo Álvarez Yanza,,,,,Fosther Mateo Álvarez Yanza,alvarez fosther mateo yanza,f|alvarez mateo yanza,,,393,205,Fosther Mateo Álvarez Yanza
10.5281/zenodo.15200601,37,2025,openalex,middle,Rosa Anahí Castillo Flores,,,,,Rosa Anahí Castillo Flores,anahi castillo flores rosa,r|anahi castillo flores,,,394,206,Rosa Anahí Castillo Flores
10.5281/zenodo.15200601,37,2025,openalex,last,Mildre Mercedes Vidal del Río,,,,,Mildre Mercedes Vidal del Río,mercedes mildre rio vidal,m|mercedes rio vidal,,,1208,652,Mildre Mercedes Vidal del Río
10.5281/zenodo.15200607,37,2025,openalex,first,Dayana Lizbeth Arequipa Vilca,,,,,Dayana Lizbeth Arequipa Vilca,arequipa dayana lizbeth vilca,d|arequipa lizbeth vilca,,,396,207,Dayana Lizbeth Arequipa Vilca
10.5281/zenodo.15200607,37,2025,openalex,middle,Joseline Mishell Cuji Suqui,,,,,Joseline Mishell Cuji Suqui,cuji joseline mishell suqui,j|cuji mishell suqui,,,397,208,Joseline Mishell Cuji Suqui
10.5281/zenodo.15200607,37,2025,openalex,middle,Paola Estefanía Guamán Cargua,,,,,Paola Estefanía Guamán Cargua,cargua estefania guaman paola,p|cargua estefania guaman,,,398,209,Paola Estefanía Guamán Cargua
10.5281/zenodo.15200607,37,2025,openalex,last,Raúl González Salas,,,,,Raúl González Salas,gonzalez raul salas,r|gonzalez salas,,,1754,1025,Raúl González Salas
10.5281/zenodo.15200610,37,2025,openalex,first,Marco Paul Medina Valencia,,,,,Marco Paul Medina Valencia,marco medina paul valencia,m|medina paul valencia,,,400,210,Marco Paul Medina Valencia
10.5281/zenodo.15200610,37,2025,openalex,middle,Melina Geraldin Flores Castro,,,,,Melina Geraldin Flores Castro,castro flores geraldin melina,m|castro flores geraldin,,,401,211,Melina Geraldin Flores Castro
10.5281/zenodo.15200610,37,2025,openalex,middle,Jolena Verónica Vinueza Lara,,,,,Jolena Verónica Vinueza Lara,jolena lara veronica vinueza,j|lara veronica vinueza,,,402,212,Jolena Verónica Vinueza Lara
10.5281/zenodo.15200610,37,2025,openalex,last,Álvaro Francisco Sánchez Cedeño,,,,,Álvaro Francisco Sánchez Cedeño,alvaro cedeno francisco sanchez,a|cedeno francisco sanchez,,,403,213,Álvaro Francisco Sánchez Cedeño
10.5281/zenodo.15200618,37,2025,openalex,first,Daniela Alejandra Proaño Remache,,,,,Daniela Alejandra Proaño Remache,alejandra daniela proano remache,d|alejandra proano remache,,,404,214,Daniela Alejandra Proaño Remache
10.5281/zenodo.15200618,37,2025,openalex,middle,Xavier Alexander Larcos Loarte,,,,,Xavier Alexander Larcos Loarte,alexander larcos loarte xavier,x|alexander larcos loarte,,,405,215,Xavier Alexander Larcos Loarte
10.5281/zenodo.15200618,37,2025,openalex,middle,Ligia Ivette Valle Ortiz,,,,,Ligia Ivette Valle Ortiz,ivette ligia ortiz valle,l|ivette ortiz valle,,,406,216,Ligia Ivette Valle Ortiz
10.5281/zenodo.15200618,37,2025,openalex,last,Jaine Labrada Ching,,,,,Jaine Labrada Ching,ching jaine labrada,j|ching labrada,,,1207,651,Jaine Labrada Ching
10.5281/zenodo.15200623,37,2025,openalex,first,Mario Andrés Fuertes Paguay,,,,,Mario Andrés Fuertes Paguay,andres fuertes mario paguay,m|andres fuertes paguay,,,1089,579,Mario Andrés Fuertes Paguay
10.5281/zenodo.15200623,37,2025,openalex,middle,Lessly Denisse Iza Campaña,,,,,Lessly Denisse Iza Campaña,campana denisse iza lessly,l|campana denisse iza,,,409,217,Lessly Denisse Iza Campaña
10.5281/zenodo.15200623,37,2025,openalex,last,Alejandra Abigail Molina Lozada,,,,,Alejandra Abigail Molina Lozada,abigail alejandra lozada molina,a|abigail lozada molina,,,410,218,Alejandra Abigail Molina Lozada
