doi,volume,year,source,position,name,orcid,oa_author_id,institutions,countries,name_norm
10.5281/zenodo.15200590,37,2025,openalex,first,Andrea Carolina Vela Chiriboga,,,,,Andrea Carolina Vela Chiriboga
10.5281/zenodo.15200590,37,2025,openalex,middle,Kevin Marcelo Lozada Escobar,,,,,Kevin Marcelo Lozada Escobar
10.5281/zenodo.15200590,37,2025,openalex,last,Paúl Sebastián Bedoya Lozada,,,,,Paúl Sebastián Bedoya Lozada
10.5281/zenodo.15200596,37,2025,openalex,first,Ángel Raúl Zabala Yubaille,,,,,Ángel Raúl Zabala Yubaille
10.5281/zenodo.15200596,37,2025,openalex,middle,Jhael Mikaela Gómez Ashqui,,,,,Jhael Mikaela Gómez Ashqui
10.5281/zenodo.15200596,37,2025,openalex,middle,Hipatia Carolina Valencia Villalba,,,,,Hipatia Carolina Valencia Villalba
10.5281/zenodo.15200596,37,2025,openalex,last,Álvaro Francisco Sánchez Cedeño,,,,,Álvaro Francisco Sánchez Cedeño
10.5281/zenodo.15200601,37,2025,openalex,first,Emilio Micael Álvarez Medina,,,,,Emilio Micael Álvarez Medina
10.5281/zenodo.15200601,37,2025,openalex,middle,Fosther Mateo Álvarez Yanza,,,,,Fosther Mateo Álvarez Yanza
10.5281/zenodo.15200601,37,2025,openalex,middle,Rosa Anahí Castillo Flores,,,,,Rosa Anahí Castillo Flores
10.5281/zenodo.15200601,37,2025,openalex,last,Mildre Mercedes Vidal del Río,,,,,Mildre Mercedes Vidal del Río
10.5281/zenodo.15200607,37,2025,openalex,first,Dayana Lizbeth Arequipa Vilca,,,,,Dayana Lizbeth Arequipa Vilca
10.5281/zenodo.15200607,37,2025,openalex,middle,Joseline Mishell Cuji Suqui,,,,,Joseline Mishell Cuji Suqui
10.5281/zenodo.15200607,37,2025,openalex,middle,Paola Estefanía Guamán Cargua,,,,,Paola Estefanía Guamán Cargua
10.5281/zenodo.15200607,37,2025,openalex,last,Raúl González Salas,,,,,Raúl González Salas
10.5281/zenodo.15200610,37,2025,openalex,first,Marco Paul Medina Valencia,,,,,Marco Paul Medina Valencia
10.5281/zenodo.15200610,37,2025,openalex,middle,Melina Geraldin Flores Castro,,,,,Melina Geraldin Flores Castro
10.5281/zenodo.15200610,37,2025,openalex,middle,Jolena Verónica Vinueza Lara,,,,,Jolena Verónica Vinueza Lara
10.5281/zenodo.15200610,37,2025,openalex,last,Álvaro Francisco Sánchez Cedeño,,,,,Álvaro Francisco Sánchez Cedeño
10.5281/zenodo.15200618,37,2025,openalex,first,Daniela Alejandra Proaño Remache,,,,,Daniela Alejandra Proaño Remache
10.5281/zenodo.15200618,37,2025,openalex,middle,Xavier Alexander Larcos Loarte,,,,,Xavier Alexander Larcos Loarte
10.5281/zenodo.15200618,37,2025,openalex,middle,Ligia Ivette Valle Ortiz,,,,,Ligia Ivette Valle Ortiz
10.5281/zenodo.15200618,37,2025,openalex,last,Jaine Labrada Ching,,,,,Jaine Labrada Ching
10.5281/zenodo.15200623,37,2025,openalex,first,Mario Andrés Fuertes Paguay,,,,,Mario Andrés Fuertes Paguay
10.5281/zenodo.15200623,37,2025,openalex,middle,Lessly Denisse Iza Campaña,,,,,Lessly Denisse Iza Campaña
10.5281/zenodo.15200623,37,2025,openalex,last,Alejandra Abigail Molina Lozada,,,,,Alejandra Abigail Molina Lozada
10.5281/zenodo.15200630,37,2025,openalex,first,Santiago Fernando Fiallos Bonilla,,,,,Santiago Fernando Fiallos Bonilla
10.5281/zenodo.15200630,37,2025,openalex,middle,Mayra Esthefania Gavilanez Curay,,,,,Mayra Esthefania Gavilanez Curay
10.5281/zenodo.15200630,37,2025,openalex,middle,Rodolfo Joel Muñoz Altamirano,,,,,Rodolfo Joel Muñoz Altamirano
10.5281/zenodo.15200630,37,2025,openalex,last,Clara Giuliana Gómez Ojeda,,,,,Clara Giuliana Gómez Ojeda
10.5281/zenodo.15200640,37,2025,openalex,first,Josía Jeseff Isea Arguelles,,,,,Josía Jeseff Isea Arguelles
10.5281/zenodo.15200640,37,2025,openalex,middle,Carlos Javier Lizcano Chapeta,,,,,Carlos Javier Lizcano Chapeta
10.5281/zenodo.15200640,37,2025,openalex,middle,Carmen Marina Méndez Cabrita,,,,,Carmen Marina Méndez Cabrita
10.5281/zenodo.15200640,37,2025,openalex,last,Luis Andrés Crespo Berti,,,,,Luis Andrés Crespo Berti
10.5281/zenodo.15200644,37,2025,openalex,first,Josía Jeseff Isea Arguelles,,,,,Josía Jeseff Isea Arguelles
10.5281/zenodo.15200644,37,2025,openalex,middle,Luis Andrés Crespo Berti,,,,,Luis Andrés Crespo Berti
10.5281/zenodo.15200644,37,2025,openalex,middle,Carlos Javier Lizcano Chapeta,,,,,Carlos Javier Lizcano Chapeta
10.5281/zenodo.15200644,37,2025,openalex,last,Carmen Marina Méndez Cabrita,,,,,Carmen Marina Méndez Cabrita
10.5281/zenodo.15200651,37,2025,openalex,first,Myrian Paulina Barreno Sánchez,,,,,Myrian Paulina Barreno Sánchez
10.5281/zenodo.15200651,37,2025,openalex,middle,Paulina Elizabeth Salas Medina,,,,,Paulina Elizabeth Salas Medina
10.5281/zenodo.15200651,37,2025,openalex,middle,Jenny Yolanda Barreno Sánchez,,,,,Jenny Yolanda Barreno Sánchez
10.5281/zenodo.15200651,37,2025,openalex,last,María José Barreno Sánchez,,,,,María José Barreno Sánchez
10.5281/zenodo.15200659,37,2025,openalex,first,Diego Andrés Carrillo Rosero,,,,,Diego Andrés Carrillo Rosero
10.5281/zenodo.15200659,37,2025,openalex,middle,Luis Geovanny Sarauz Huertas,,,,,Luis Geovanny Sarauz Huertas
10.5281/zenodo.15200659,37,2025,openalex,last,Paulina Elizabeth Salas Medina,,,,,Paulina Elizabeth Salas Medina
10.5281/zenodo.15200663,37,2025,openalex,first,Jeannette Amparito Urrutia Guevara,,,,,Jeannette Amparito Urrutia Guevara
10.5281/zenodo.15200663,37,2025,openalex,middle,Álvaro Mauricio Paredes Vayas,,,,,Álvaro Mauricio Paredes Vayas
10.5281/zenodo.15200663,37,2025,openalex,middle,Kevin Jeanpierre Suarez Monotoa,,,,,Kevin Jeanpierre Suarez Monotoa
10.5281/zenodo.15200663,37,2025,openalex,last,Emilia José Yancha Urrutia,,,,,Emilia José Yancha Urrutia
10.5281/zenodo.15200671,37,2025,openalex,first,Kerly Joselyna Silva Basantes,,,,,Kerly Joselyna Silva Basantes
10.5281/zenodo.15200671,37,2025,openalex,middle,Melanny Yuliana Espinoza Robalino,,,,,Melanny Yuliana Espinoza Robalino
10.5281/zenodo.15200671,37,2025,openalex,middle,Cosme Rodrigo Rea Guadalupe,,,,,Cosme Rodrigo Rea Guadalupe
10.5281/zenodo.15200671,37,2025,openalex,last,Mónica Alexandra Salame Ortiz,,,,,Mónica Alexandra Salame Ortiz
10.5281/zenodo.15200680,37,2025,openalex,first,Álvaro Mauricio Paredes Vayas,,,,,Álvaro Mauricio Paredes Vayas
10.5281/zenodo.15200680,37,2025,openalex,middle,Stefania Raimondi Romero,,,,,Stefania Raimondi Romero
10.5281/zenodo.15200680,37,2025,openalex,middle,Kevin Jeanpierre Suarez Monotoa,,,,,Kevin Jeanpierre Suarez Monotoa
10.5281/zenodo.15200680,37,2025,openalex,last,Iruma Alfonso González,,,,,Iruma Alfonso González
10.5281/zenodo.15200690,37,2025,openalex,first,Paulina del Rocío Borja Bautista,,,,,Paulina del Rocío Borja Bautista
10.5281/zenodo.15200690,37,2025,openalex,middle,Pamela Sarai Chimbiligua Figueroa,,,,,Pamela Sarai Chimbiligua Figueroa
10.5281/zenodo.15200690,37,2025,openalex,middle,Elian Emanuel Icaza Moran,,,,,Elian Emanuel Icaza Moran
10.5281/zenodo.15200690,37,2025,openalex,last,Mónica Alexandra Salame Ortíz,,,,,Mónica Alexandra Salame Ortíz
10.5281/zenodo.15200698,37,2025,openalex,first,Matías Josué Chicaiza Flores,,,,,Matías Josué Chicaiza Flores
10.5281/zenodo.15200698,37,2025,openalex,middle,Juan Alejandro Coloma Armijos,,,,,Juan Alejandro Coloma Armijos
10.5281/zenodo.15200698,37,2025,openalex,middle,Kevin Josué Maldonado Valle,,,,,Kevin Josué Maldonado Valle
10.5281/zenodo.15200698,37,2025,openalex,last,Diego Francisco Granja Zurita,,,,,Diego Francisco Granja Zurita
10.5281/zenodo.15200700,37,2025,openalex,first,Matías Josué Chicaiza Flores,,,,,Matías Josué Chicaiza Flores
10.5281/zenodo.15200700,37,2025,openalex,middle,Kevin Josué Maldonado Valle,,,,,Kevin Josué Maldonado Valle
10.5281/zenodo.15200700,37,2025,openalex,middle,Bolívar David Narváez Montenegro,,,,,Bolívar David Narváez Montenegro
10.5281/zenodo.15200700,37,2025,openalex,last,Pablo Miguel Vaca Acosta,,,,,Pablo Miguel Vaca Acosta
10.5281/zenodo.15200702,37,2025,openalex,first,Vinicio Sebastián Ribadeneira Ramírez,,,,,Vinicio Sebastián Ribadeneira Ramírez
10.5281/zenodo.15200702,37,2025,openalex,middle,Juan Diego Zurita Vargas,,,,,Juan Diego Zurita Vargas
10.5281/zenodo.15200702,37,2025,openalex,last,Antonio Gabriel Castillo Medina,,,,,Antonio Gabriel Castillo Medina
10.5281/zenodo.15200707,37,2025,openalex,first,Giovanna Fernanda Vinueza Arroyo,,,,,Giovanna Fernanda Vinueza Arroyo
10.5281/zenodo.15200707,37,2025,openalex,middle,Jeannette Amparito Urrutia Guevara,,,,,Jeannette Amparito Urrutia Guevara
10.5281/zenodo.15200707,37,2025,openalex,last,Meyvelin de Lourdes Balladares Ortiz,,,,,Meyvelin de Lourdes Balladares Ortiz
10.5281/zenodo.15200711,37,2025,openalex,first,Emily Belén Chiriboga Mera,,,,,Emily Belén Chiriboga Mera
10.5281/zenodo.15200711,37,2025,openalex,middle,Marco Antonio González Partidas,,,,,Marco Antonio González Partidas
10.5281/zenodo.15200711,37,2025,openalex,middle,Doris Dayana López Carvajal,,,,,Doris Dayana López Carvajal
10.5281/zenodo.15200711,37,2025,openalex,last,Luis Orlando Albarracín Zambrano,,,,,Luis Orlando Albarracín Zambrano
10.5281/zenodo.15200715,37,2025,openalex,first,Joel Alexander Acosta Melo,,,,,Joel Alexander Acosta Melo
10.5281/zenodo.15200715,37,2025,openalex,middle,Luis Sebastián Cañar Teneda,,,,,Luis Sebastián Cañar Teneda
10.5281/zenodo.15200715,37,2025,openalex,middle,Paulo Ariel Yépez Benavides,,,,,Paulo Ariel Yépez Benavides
10.5281/zenodo.15200715,37,2025,openalex,last,Luis Javier Molina Chalacán,,,,,Luis Javier Molina Chalacán
10.5281/zenodo.15200720,37,2025,openalex,first,Justin Luis Moreira García,,,,,Justin Luis Moreira García
10.5281/zenodo.15200720,37,2025,openalex,middle,Raúl Alejandro Duran Enríquez,,,,,Raúl Alejandro Duran Enríquez
10.5281/zenodo.15200720,37,2025,openalex,last,Diego Paul Palma Rivera,,,,,Diego Paul Palma Rivera
10.5281/zenodo.15200725,37,2025,openalex,first,Jorge Hernan Almeida Blacio,,,,,Jorge Hernan Almeida Blacio
10.5281/zenodo.15200725,37,2025,openalex,middle,Mónica Patricia Mayorga Díaz,,,,,Mónica Patricia Mayorga Díaz
10.5281/zenodo.15200725,37,2025,openalex,last,Franklin Gerardo Naranjo Armijo,,,,,Franklin Gerardo Naranjo Armijo
10.5281/zenodo.15200729,37,2025,openalex,first,Kimberly Nathaly Guerrero Caiza,,,,,Kimberly Nathaly Guerrero Caiza
10.5281/zenodo.15200729,37,2025,openalex,middle,Joseph Alejandro Proaño Freire,,,,,Joseph Alejandro Proaño Freire
10.5281/zenodo.15200729,37,2025,openalex,middle,Santiago Fernando Fiallos Bonilla,,,,,Santiago Fernando Fiallos Bonilla
10.5281/zenodo.15200729,37,2025,openalex,last,Pablo Miguel Vaca Acosta,,,,,Pablo Miguel Vaca Acosta
10.5281/zenodo.15200742,37,2025,openalex,first,Britanny Gabriela Quilligana Velastegui,,,,,Britanny Gabriela Quilligana Velastegui
10.5281/zenodo.15200742,37,2025,openalex,middle,María de Lourdes Manotoa Bimboza,,,,,María de Lourdes Manotoa Bimboza
10.5281/zenodo.15200742,37,2025,openalex,middle,Santiago Fernando Fiallos Bonilla,,,,,Santiago Fernando Fiallos Bonilla
10.5281/zenodo.15200742,37,2025,openalex,last,Pablo Miguel Vaca Acosta,,,,,Pablo Miguel Vaca Acosta
10.5281/zenodo.15200750,37,2025,openalex,first,Pablo Miguel Vaca Acosta,,,,,Pablo Miguel Vaca Acosta
10.5281/zenodo.15200750,37,2025,openalex,middle,Santiago Fernando Fiallos Bonilla,,,,,Santiago Fernando Fiallos Bonilla
10.5281/zenodo.15200750,37,2025,openalex,middle,Jordan Aldair Soria Mena,,,,,Jordan Aldair Soria Mena
10.5281/zenodo.15200750,37,2025,openalex,last,Diego Fernando Caguana Pilapanta,,,,,Diego Fernando Caguana Pilapanta
10.5281/zenodo.15200754,37,2025,openalex,first,Diego Francisco Granja Zurita,,,,,Diego Francisco Granja Zurita
10.5281/zenodo.15200754,37,2025,openalex,middle,Jeannette Amparito Urrutia Guevara,,,,,Jeannette Amparito Urrutia Guevara
10.5281/zenodo.15200754,37,2025,openalex,middle,Samantha Naomi Barreno Sailema,,,,,Samantha Naomi Barreno Sailema
10.5281/zenodo.15200754,37,2025,openalex,last,Niurka de los Ángeles Mejía Toscano,,,,,Niurka de los Ángeles Mejía Toscano
10.5281/zenodo.15200760,37,2025,openalex,first,Martha Elizabeth Guaigua Vizcaíno,,,,,Martha Elizabeth Guaigua Vizcaíno
10.5281/zenodo.15200760,37,2025,openalex,middle,María Gladys Balla Yumisaca,,,,,María Gladys Balla Yumisaca
10.5281/zenodo.15200760,37,2025,openalex,middle,Norma Eulalia Barona López,,,,,Norma Eulalia Barona López
10.5281/zenodo.15200760,37,2025,openalex,last,Roberto Rolando López López,,,,,Roberto Rolando López López
10.5281/zenodo.15200768,37,2025,openalex,first,Abdel Bermúdez-del Sol,,,,,Abdel Bermúdez-del Sol
10.5281/zenodo.15200768,37,2025,openalex,middle,Karen Aracelly Tobar Armendáriz,,,,,Karen Aracelly Tobar Armendáriz
10.5281/zenodo.15200768,37,2025,openalex,middle,Luis Ramón Bravo Sánchez,,,,,Luis Ramón Bravo Sánchez
10.5281/zenodo.15200768,37,2025,openalex,last,Alexis Santiago Sisalema Peñafiel,,,,,Alexis Santiago Sisalema Peñafiel
10.5281/zenodo.15200774,37,2025,openalex,first,Kimberly Nathaly Guerrero Caiza,,,,,Kimberly Nathaly Guerrero Caiza
10.5281/zenodo.15200774,37,2025,openalex,middle,Joseph Alejandro Proaño Freire,,,,,Joseph Alejandro Proaño Freire
10.5281/zenodo.15200774,37,2025,openalex,middle,Santiago Fernando Fiallos Bonilla,,,,,Santiago Fernando Fiallos Bonilla
10.5281/zenodo.15200774,37,2025,openalex,last,Pablo Miguel Vaca Acosta,,,,,Pablo Miguel Vaca Acosta
10.5281/zenodo.15200777,37,2025,openalex,first,Esteban Fernando López Espinel,,,,,Esteban Fernando López Espinel
10.5281/zenodo.15200777,37,2025,openalex,middle,Juan Diego Zurita Vargas,,,,,Juan Diego Zurita Vargas
10.5281/zenodo.15200777,37,2025,openalex,middle,Vinicio Sebastián Ribadeneira Ramírez,,,,,Vinicio Sebastián Ribadeneira Ramírez
10.5281/zenodo.15200777,37,2025,openalex,last,Antonio Gabriel Castillo Medina,,,,,Antonio Gabriel Castillo Medina
10.5281/zenodo.15200779,37,2025,openalex,first,Edison Joselito Naranjo Luzuriaga,,,,,Edison Joselito Naranjo Luzuriaga
10.5281/zenodo.15200779,37,2025,openalex,middle,Bolívar David Narváez Montenegro,,,,,Bolívar David Narváez Montenegro
10.5281/zenodo.15200779,37,2025,openalex,last,Pablo Ermely Espinoza Pico,,,,,Pablo Ermely Espinoza Pico
10.5281/zenodo.15200784,37,2025,openalex,first,María Leonor Atiencie Gutiérrez,,,,,María Leonor Atiencie Gutiérrez
10.5281/zenodo.15200784,37,2025,openalex,middle,Erika Gabriela Álava Jiménez,,,,,Erika Gabriela Álava Jiménez
10.5281/zenodo.15200784,37,2025,openalex,middle,Natalia Elizabeth Lojano  Patiño,,,,,Natalia Elizabeth Lojano Patiño
10.5281/zenodo.15200784,37,2025,openalex,last,Cindy Gabriela Ortega García,,,,,Cindy Gabriela Ortega García
10.5281/zenodo.15200790,37,2025,openalex,first,Wladimir Alexander Palacios Zurita,,,,,Wladimir Alexander Palacios Zurita
10.5281/zenodo.15200790,37,2025,openalex,middle,Edwin José Moran Estrada,,,,,Edwin José Moran Estrada
10.5281/zenodo.15200790,37,2025,openalex,middle,Alexander Javier Paredes Romero,,,,,Alexander Javier Paredes Romero
10.5281/zenodo.15200790,37,2025,openalex,middle,Ely Stefanie Parra Tauriz,,,,,Ely Stefanie Parra Tauriz
10.5281/zenodo.15200790,37,2025,openalex,middle,Patricia Stefania Morillo Montenegro,,,,,Patricia Stefania Morillo Montenegro
10.5281/zenodo.15200790,37,2025,openalex,last,Manuel Fabricio Reyes Wagnio,,,,,Manuel Fabricio Reyes Wagnio
10.5281/zenodo.15200793,37,2025,openalex,first,Manuel José Castillo Román,,,,,Manuel José Castillo Román
10.5281/zenodo.15200793,37,2025,openalex,middle,Alejandra Carolina Espinosa Torres,,,,,Alejandra Carolina Espinosa Torres
10.5281/zenodo.15200793,37,2025,openalex,middle,Johanna Mariuxi González Arias,,,,,Johanna Mariuxi González Arias
10.5281/zenodo.15200793,37,2025,openalex,middle,Rosa Cristina Giler Zambrano,,,,,Rosa Cristina Giler Zambrano
10.5281/zenodo.15200793,37,2025,openalex,middle,Walter Leonardo Gallegos Pilligua,,,,,Walter Leonardo Gallegos Pilligua
10.5281/zenodo.15200793,37,2025,openalex,middle,Glen Freddy Robayo Cabrera,,,,,Glen Freddy Robayo Cabrera
10.5281/zenodo.15200793,37,2025,openalex,last,Miguel Angel Quiroz Martinez,,,,,Miguel Angel Quiroz Martinez
10.5281/zenodo.15200801,37,2025,openalex,first,Carlos Hernán Suarez Barragán,,,,,Carlos Hernán Suarez Barragán
10.5281/zenodo.15200801,37,2025,openalex,middle,Pedro Antonio Rodríguez Jarama,,,,,Pedro Antonio Rodríguez Jarama
10.5281/zenodo.15200801,37,2025,openalex,middle,Erick Alfredo Saa  Litardo,,,,,Erick Alfredo Saa Litardo
10.5281/zenodo.15200801,37,2025,openalex,middle,Víctor Gabriel Varela Lozano,,,,,Víctor Gabriel Varela Lozano
10.5281/zenodo.15200801,37,2025,openalex,middle,Alfonso A. Guijarro-Rodríguez,,,,,Alfonso A. Guijarro-Rodríguez
10.5281/zenodo.15200801,37,2025,openalex,last,María Isabel Galarza Soledispa,,,,,María Isabel Galarza Soledispa
10.5281/zenodo.15200807,37,2025,openalex,first,Ángel Gerardo Lara Muñoz,,,,,Ángel Gerardo Lara Muñoz
10.5281/zenodo.15200807,37,2025,openalex,middle,Estefanía Alexandra Chávez Mestanza,,,,,Estefanía Alexandra Chávez Mestanza
10.5281/zenodo.15200807,37,2025,openalex,middle,Jeannette Cecilia Pazmiño Garcés,,,,,Jeannette Cecilia Pazmiño Garcés
10.5281/zenodo.15200807,37,2025,openalex,last,Daniela Jazmina Proaño Mendoza,,,,,Daniela Jazmina Proaño Mendoza
10.5281/zenodo.15200809,37,2025,openalex,first,Estefanía Alexandra Chávez Mestanza,,,,,Estefanía Alexandra Chávez Mestanza
10.5281/zenodo.15200809,37,2025,openalex,middle,José Luis Alcívar Rodríguez,,,,,José Luis Alcívar Rodríguez
10.5281/zenodo.15200809,37,2025,openalex,middle,Marcos Javier Loor Tobar,,,,,Marcos Javier Loor Tobar
10.5281/zenodo.15200809,37,2025,openalex,last,Diego Paul Pichucho Simbaña,,,,,Diego Paul Pichucho Simbaña
10.5281/zenodo.15200819,37,2025,openalex,first,Carlos Alejandro Troya Altamirano,,,,,Carlos Alejandro Troya Altamirano
10.5281/zenodo.15200819,37,2025,openalex,middle,María Auxiliadora Ganchozo Zambrano,,,,,María Auxiliadora Ganchozo Zambrano
10.5281/zenodo.15200819,37,2025,openalex,middle,Berenice Elizabeth Acosta Toro,,,,,Berenice Elizabeth Acosta Toro
10.5281/zenodo.15200819,37,2025,openalex,last,Katherine Briggitte Quilumba Obregón,,,,,Katherine Briggitte Quilumba Obregón
10.5281/zenodo.15200824,37,2025,openalex,first,Mariuxi Alexandra González Torres,,,,,Mariuxi Alexandra González Torres
10.5281/zenodo.15200824,37,2025,openalex,middle,María Fernanda Reinoso Benavides,,,,,María Fernanda Reinoso Benavides
10.5281/zenodo.15200824,37,2025,openalex,last,Jeimy Nicole Jaramillo Paredes,,,,,Jeimy Nicole Jaramillo Paredes
10.5281/zenodo.15200829,37,2025,openalex,first,Christian David Zapata Hidalgo,,,,,Christian David Zapata Hidalgo
10.5281/zenodo.15200829,37,2025,openalex,middle,Arianna Maialen Martínez Muñoz,,,,,Arianna Maialen Martínez Muñoz
10.5281/zenodo.15200829,37,2025,openalex,middle,Vivian Milagros Iturralde Lozano,,,,,Vivian Milagros Iturralde Lozano
10.5281/zenodo.15200829,37,2025,openalex,last,Terina Adalid Valenzuela Rojas,,,,,Terina Adalid Valenzuela Rojas
10.5281/zenodo.15200835,37,2025,openalex,first,Cristian Paul Rodríguez Cayamcela,,,,,Cristian Paul Rodríguez Cayamcela
10.5281/zenodo.15200835,37,2025,openalex,middle,Segundo Javier López Pérez,,,,,Segundo Javier López Pérez
10.5281/zenodo.15200835,37,2025,openalex,last,Flavio Orlando Murillo Valenzuela,,,,,Flavio Orlando Murillo Valenzuela
10.5281/zenodo.15200846,37,2025,openalex,first,Edwin Rafael Omaña Durán,,,,,Edwin Rafael Omaña Durán
10.5281/zenodo.15200846,37,2025,openalex,middle,Hilary Justin Ortega Dueñas,,,,,Hilary Justin Ortega Dueñas
10.5281/zenodo.15200846,37,2025,openalex,middle,Valentina Dayanara Rodríguez Anangonó,,,,,Valentina Dayanara Rodríguez Anangonó
10.5281/zenodo.15200846,37,2025,openalex,last,César Paúl Cervantes García,,,,,César Paúl Cervantes García
10.5281/zenodo.15200853,37,2025,openalex,first,Ragde Carolyne López Cisneros,,,,,Ragde Carolyne López Cisneros
10.5281/zenodo.15200853,37,2025,openalex,middle,Marco Alejandro Jumbo Andrade,,,,,Marco Alejandro Jumbo Andrade
10.5281/zenodo.15200853,37,2025,openalex,middle,Jonathan Manuel Cadena Alba,,,,,Jonathan Manuel Cadena Alba
10.5281/zenodo.15200853,37,2025,openalex,last,Christian Eduardo Pozo Cevallos,,,,,Christian Eduardo Pozo Cevallos
10.5281/zenodo.15200860,37,2025,openalex,first,Monica Gabriela Chachalo Sandoval,,,,,Monica Gabriela Chachalo Sandoval
10.5281/zenodo.15200860,37,2025,openalex,middle,Yesenia Mishell Revelo Requena,,,,,Yesenia Mishell Revelo Requena
10.5281/zenodo.15200860,37,2025,openalex,middle,Scarleth Samantha Congo Méndez,,,,,Scarleth Samantha Congo Méndez
10.5281/zenodo.15200860,37,2025,openalex,last,Monica Priscila Pazmiño Imbaquingo,,,,,Monica Priscila Pazmiño Imbaquingo
10.5281/zenodo.15200864,37,2025,openalex,first,Santiago Xavier Peñarreta Quezada,,,,,Santiago Xavier Peñarreta Quezada
10.5281/zenodo.15200864,37,2025,openalex,middle,Gilary Mayumi Imbacuan Ayala,,,,,Gilary Mayumi Imbacuan Ayala
10.5281/zenodo.15200864,37,2025,openalex,last,Marcela Estefanía Chalacan Castro,,,,,Marcela Estefanía Chalacan Castro
10.5281/zenodo.15200871,37,2025,openalex,first,Washington Omar Guevara Pérez,,,,,Washington Omar Guevara Pérez
10.5281/zenodo.15200871,37,2025,openalex,middle,Oscar David Salazar Correa,,,,,Oscar David Salazar Correa
10.5281/zenodo.15200871,37,2025,openalex,last,Esther de los Dolores Jiménez Andrade,,,,,Esther de los Dolores Jiménez Andrade
10.5281/zenodo.15200874,37,2025,openalex,first,Jonathan Luis Gonzabay Muñoz,,,,,Jonathan Luis Gonzabay Muñoz
10.5281/zenodo.15200874,37,2025,openalex,middle,Mónica Gabriela Chachalo Sandoval,,,,,Mónica Gabriela Chachalo Sandoval
10.5281/zenodo.15200874,37,2025,openalex,last,Oscar David Salazar Correa,,,,,Oscar David Salazar Correa
10.5281/zenodo.15200883,37,2025,openalex,first,Esther de los Dolores Jiménez Andrade,,,,,Esther de los Dolores Jiménez Andrade
10.5281/zenodo.15200883,37,2025,openalex,middle,Washington Omar Guevara Pérez,,,,,Washington Omar Guevara Pérez
10.5281/zenodo.15200883,37,2025,openalex,last,Patricio Martin Reyes Játiva,,,,,Patricio Martin Reyes Játiva
10.5281/zenodo.15200889,37,2025,openalex,first,Oscar David Salazar Correa,,,,,Oscar David Salazar Correa
10.5281/zenodo.15200889,37,2025,openalex,middle,Camila Dayaneth Mier Báez,,,,,Camila Dayaneth Mier Báez
10.5281/zenodo.15200889,37,2025,openalex,last,Washington Omar Guevara Pérez,,,,,Washington Omar Guevara Pérez
10.5281/zenodo.15200891,37,2025,openalex,first,María Belén Alvarado Villavicencio,,,,,María Belén Alvarado Villavicencio
10.5281/zenodo.15200891,37,2025,openalex,middle,Jennifer Jajaira Iza Jami,,,,,Jennifer Jajaira Iza Jami
10.5281/zenodo.15200891,37,2025,openalex,last,Diego Mateo Moreta Topon,,,,,Diego Mateo Moreta Topon
10.5281/zenodo.15306752,37,2025,openalex,first,Johanna Elizabeth Fiallos Sánchez,,,,,Johanna Elizabeth Fiallos Sánchez
10.5281/zenodo.15306752,37,2025,openalex,middle,Diego Mauricio Laverde Albarracín,,,,,Diego Mauricio Laverde Albarracín
10.5281/zenodo.15306752,37,2025,openalex,last,Santiago Xavier Reinoso Acosta,,,,,Santiago Xavier Reinoso Acosta
10.5281/zenodo.15307156,37,2025,openalex,first,Julio Rodrigo Morillo Cano,,,,,Julio Rodrigo Morillo Cano
10.5281/zenodo.15307156,37,2025,openalex,middle,Sebastian Jacob Haro Salazar,,,,,Sebastian Jacob Haro Salazar
10.5281/zenodo.15307156,37,2025,openalex,last,Richard Stalyn Collaguazo Pupiales,,,,,Richard Stalyn Collaguazo Pupiales
10.5281/zenodo.15307166,37,2025,openalex,first,José Arturo Molina Ramón,,,,,José Arturo Molina Ramón
10.5281/zenodo.15307166,37,2025,openalex,middle,Gabriela Lizeth Carrera Guanga,,,,,Gabriela Lizeth Carrera Guanga
10.5281/zenodo.15307166,37,2025,openalex,last,Carlos Luis Villalba León,,,,,Carlos Luis Villalba León
10.5281/zenodo.15307174,37,2025,openalex,first,Johanna Elizabeth Fiallos Sánchez,,,,,Johanna Elizabeth Fiallos Sánchez
10.5281/zenodo.15307174,37,2025,openalex,middle,Jessica Sayonara Suárez López,,,,,Jessica Sayonara Suárez López
10.5281/zenodo.15307174,37,2025,openalex,last,Gabriela Lizeth Carrera Guanga,,,,,Gabriela Lizeth Carrera Guanga
10.5281/zenodo.15307183,37,2025,openalex,first,Verónica Alejandra Salame Ortiz,,,,,Verónica Alejandra Salame Ortiz
10.5281/zenodo.15307183,37,2025,openalex,middle,Richard Omar Moreano Moreano,,,,,Richard Omar Moreano Moreano
10.5281/zenodo.15307183,37,2025,openalex,middle,Rómulo Guillermo López Torres,,,,,Rómulo Guillermo López Torres
10.5281/zenodo.15307183,37,2025,openalex,last,Karla Belén Amancha Salguero,,,,,Karla Belén Amancha Salguero
10.5281/zenodo.14767270,36,2025,openalex,first,Segundo Moisés San Lucas Coque,,,,,Segundo Moisés San Lucas Coque
10.5281/zenodo.14767270,36,2025,openalex,middle,Jessy Carolina Paredes Paredes,,,,,Jessy Carolina Paredes Paredes
10.5281/zenodo.14767270,36,2025,openalex,middle,Melanie Anahí Vasco Rumipamba,,,,,Melanie Anahí Vasco Rumipamba
